Timestamp,Machine_ID,Pressure_PSI,Temp_C,Vibration_Hz,Error_Code
2026-04-23 05:36:07,PL-01,105.9,66.8,26.7,
2026-04-23 05:37:07,PL-02,105.7,67.8,24.9,
2026-04-23 05:38:07,PL-03,104.4,65.3,25.0,
2026-04-23 05:39:07,PL-01,105.1,67.8,25.0,
2026-04-23 05:40:07,PL-02,105.3,65.4,26.1,
2026-04-23 05:41:07,PL-03,102.1,64.7,26.8,
2026-04-23 05:42:07,PL-01,107.9,64.5,27.8,
2026-04-23 05:43:07,PL-02,106.4,67.7,26.4,
2026-04-23 05:44:07,PL-03,107.0,67.5,25.1,
2026-04-23 05:45:07,PL-01,104.7,66.9,27.5,
2026-04-23 05:46:07,PL-02,106.6,67.8,27.0,
2026-04-23 05:47:07,PL-03,108.0,64.2,24.5,
2026-04-23 05:48:07,PL-01,102.6,65.6,27.0,
2026-04-23 05:49:07,PL-02,106.7,65.8,25.7,
2026-04-23 05:50:07,PL-03,102.8,67.4,26.7,
2026-04-23 05:51:07,PL-01,104.2,65.5,25.1,
2026-04-23 05:52:07,PL-02,105.9,66.7,27.8,
2026-04-23 05:53:07,PL-03,104.9,64.5,26.7,
2026-04-23 05:54:07,PL-01,103.9,66.9,27.2,
2026-04-23 05:55:07,PL-02,103.1,66.1,27.4,
2026-04-23 05:56:07,PL-03,102.1,66.5,24.0,
2026-04-23 05:57:07,PL-01,103.4,67.1,26.3,
2026-04-23 05:58:07,PL-02,106.4,67.2,25.3,
2026-04-23 05:59:07,PL-03,105.9,65.8,25.4,
2026-04-23 06:00:07,PL-01,104.2,65.9,25.7,
2026-04-23 06:01:07,PL-02,105.1,67.7,24.5,
2026-04-23 06:02:07,PL-03,107.9,65.6,26.2,
2026-04-23 06:03:07,PL-01,105.2,65.8,27.4,
2026-04-23 06:04:07,PL-02,102.2,65.5,25.9,
2026-04-23 06:05:07,PL-03,102.1,65.4,26.6,
2026-04-23 06:06:07,PL-01,105.5,64.1,27.9,
2026-04-23 06:07:07,PL-02,106.0,66.1,27.2,
2026-04-23 06:08:07,PL-03,102.2,64.7,26.1,
2026-04-23 06:09:07,PL-01,106.9,66.3,24.0,
2026-04-23 06:10:07,PL-02,106.8,67.2,27.9,
2026-04-23 06:11:07,PL-03,107.6,67.1,26.3,
2026-04-23 06:12:07,PL-01,105.1,64.9,24.3,
2026-04-23 06:13:07,PL-02,107.2,65.9,24.4,
2026-04-23 06:14:07,PL-03,102.3,65.5,25.9,
2026-04-23 06:15:07,PL-01,107.0,65.7,25.5,
2026-04-23 06:16:07,PL-02,103.1,64.0,26.9,
2026-04-23 06:17:07,PL-03,103.3,66.9,26.4,
2026-04-23 06:18:07,PL-01,104.3,68.0,24.5,
2026-04-23 06:19:07,PL-02,103.9,66.3,26.8,
2026-04-23 06:20:07,PL-03,104.2,64.6,28.0,
2026-04-23 06:21:07,PL-01,102.2,64.3,24.2,
2026-04-23 06:22:07,PL-02,106.3,65.6,26.5,
2026-04-23 06:23:07,PL-03,103.5,67.2,24.8,
2026-04-23 06:24:07,PL-01,105.3,66.3,27.7,
2026-04-23 06:25:07,PL-02,104.5,66.1,24.6,
2026-04-23 06:26:07,PL-03,103.2,64.5,27.8,
2026-04-23 06:27:07,PL-01,102.1,65.9,27.2,
2026-04-23 06:28:07,PL-02,103.5,66.8,24.7,
2026-04-23 06:29:07,PL-03,106.0,64.1,26.1,
2026-04-23 06:30:07,PL-01,105.9,66.3,24.9,
2026-04-23 06:31:07,PL-02,105.8,65.2,27.1,
2026-04-23 06:32:07,PL-03,104.1,67.2,24.5,
2026-04-23 06:33:07,PL-01,104.8,64.1,25.6,
2026-04-23 06:34:07,PL-02,107.9,64.9,25.4,
2026-04-23 06:35:07,PL-03,107.9,65.3,24.6,
2026-04-23 06:36:07,PL-01,105.8,66.5,25.1,
2026-04-23 06:37:07,PL-02,106.2,65.9,25.3,
2026-04-23 06:38:07,PL-03,104.4,64.9,24.9,
2026-04-23 06:39:07,PL-01,106.9,65.9,27.7,
2026-04-23 06:40:07,PL-02,107.7,67.8,25.6,
2026-04-23 06:41:07,PL-03,103.1,64.9,25.0,
2026-04-23 06:42:07,PL-01,105.5,67.8,24.4,
2026-04-23 06:43:07,PL-02,105.8,65.3,25.8,
2026-04-23 06:44:07,PL-03,107.5,66.0,26.4,
2026-04-23 06:45:07,PL-01,105.4,64.3,27.8,
2026-04-23 06:46:07,PL-02,102.9,64.6,26.0,
2026-04-23 06:47:07,PL-03,106.2,64.3,24.2,
2026-04-23 06:48:07,PL-01,106.1,65.9,25.5,
2026-04-23 06:49:07,PL-02,105.1,67.2,26.1,
2026-04-23 06:50:07,PL-03,102.8,66.1,27.2,
2026-04-23 06:51:07,PL-01,106.6,66.3,24.8,
2026-04-23 06:52:07,PL-02,102.8,67.2,27.0,
2026-04-23 06:53:07,PL-03,107.5,65.5,27.9,
2026-04-23 06:54:07,PL-01,104.3,66.5,27.3,
2026-04-23 06:55:07,PL-02,102.7,66.4,26.5,
2026-04-23 06:56:07,PL-03,105.4,66.9,24.5,
2026-04-23 06:57:07,PL-01,105.3,67.2,25.8,
2026-04-23 06:58:07,PL-02,106.8,64.0,25.2,
2026-04-23 06:59:07,PL-03,104.4,65.6,27.8,
2026-04-23 07:00:07,PL-01,105.2,65.7,24.7,
2026-04-23 07:01:07,PL-02,107.5,65.1,26.9,
2026-04-23 07:02:07,PL-03,103.0,66.9,26.1,
2026-04-23 07:03:07,PL-01,107.4,64.4,24.1,
2026-04-23 07:04:07,PL-02,107.1,67.2,26.9,
2026-04-23 07:05:07,PL-03,107.4,68.0,26.5,
2026-04-23 07:06:07,PL-01,103.4,65.2,27.9,
2026-04-23 07:07:07,PL-02,105.0,66.3,26.5,
2026-04-23 07:08:07,PL-03,103.9,64.3,27.7,
2026-04-23 07:09:07,PL-01,105.4,64.5,25.6,
2026-04-23 07:10:07,PL-02,103.4,64.4,26.3,
2026-04-23 07:11:07,PL-03,107.9,65.6,26.2,
2026-04-23 07:12:07,PL-01,106.9,65.6,27.0,
2026-04-23 07:13:07,PL-02,102.6,67.6,25.1,
2026-04-23 07:14:07,PL-03,104.3,67.3,27.2,
2026-04-23 07:15:07,PL-01,103.6,64.2,27.9,
2026-04-23 07:16:07,PL-02,104.8,66.9,26.7,
2026-04-23 07:17:07,PL-03,107.6,65.6,27.0,
2026-04-23 07:18:07,PL-01,106.9,67.9,26.2,
2026-04-23 07:19:07,PL-02,106.7,66.5,24.4,
2026-04-23 07:20:07,PL-03,102.3,67.0,28.0,
2026-04-23 07:21:07,PL-01,104.4,65.9,24.9,
2026-04-23 07:22:07,PL-02,105.5,66.5,27.9,
2026-04-23 07:23:07,PL-03,102.2,67.3,25.3,
2026-04-23 07:24:07,PL-01,107.7,67.0,24.6,
2026-04-23 07:25:07,PL-02,103.1,65.6,25.0,
2026-04-23 07:26:07,PL-03,107.8,67.3,25.6,
2026-04-23 07:27:07,PL-01,107.6,64.6,26.5,
2026-04-23 07:28:07,PL-02,107.0,65.5,26.1,
2026-04-23 07:29:07,PL-03,107.3,65.8,25.3,
2026-04-23 07:30:07,PL-01,108.0,67.9,26.4,
2026-04-23 07:31:07,PL-02,103.3,65.0,25.0,
2026-04-23 07:32:07,PL-03,105.7,67.3,24.8,
2026-04-23 07:33:07,PL-01,106.6,66.8,25.0,
2026-04-23 07:34:07,PL-02,102.4,65.1,26.9,
2026-04-23 07:35:07,PL-03,103.8,65.4,27.8,
2026-04-23 07:36:07,PL-01,105.8,66.9,25.9,
2026-04-23 07:37:07,PL-02,105.1,65.3,24.8,
2026-04-23 07:38:07,PL-03,106.5,66.9,24.2,
2026-04-23 07:39:07,PL-01,102.9,66.8,26.1,
2026-04-23 07:40:07,PL-02,105.5,66.8,24.5,
2026-04-23 07:41:07,PL-03,103.2,65.7,24.2,
2026-04-23 07:42:07,PL-01,104.2,67.3,26.8,
2026-04-23 07:43:07,PL-02,102.6,65.5,28.0,
2026-04-23 07:44:07,PL-03,102.6,66.2,26.7,
2026-04-23 07:45:07,PL-01,104.1,67.2,26.1,
2026-04-23 07:46:07,PL-02,103.1,64.5,27.6,
2026-04-23 07:47:07,PL-03,107.4,65.1,25.1,
2026-04-23 07:48:07,PL-01,106.6,67.8,26.0,
2026-04-23 07:49:07,PL-02,104.9,65.7,27.1,
2026-04-23 07:50:07,PL-03,102.9,66.3,24.1,
2026-04-23 07:51:07,PL-01,105.3,65.6,24.7,
2026-04-23 07:52:07,PL-02,104.9,65.5,27.4,
2026-04-23 07:53:07,PL-03,104.3,65.1,25.4,
2026-04-23 07:54:07,PL-01,103.9,65.0,26.7,
2026-04-23 07:55:07,PL-02,102.9,65.8,27.0,
2026-04-23 07:56:07,PL-03,104.2,67.3,27.6,
2026-04-23 07:57:07,PL-01,102.6,66.0,25.4,
2026-04-23 07:58:07,PL-02,102.3,66.1,27.4,
2026-04-23 07:59:07,PL-03,102.8,65.6,27.4,
2026-04-23 08:00:07,PL-01,104.1,67.3,27.6,
2026-04-23 08:01:07,PL-02,104.4,64.4,25.8,
2026-04-23 08:02:07,PL-03,106.7,65.5,27.0,
2026-04-23 08:03:07,PL-01,107.6,65.9,26.4,
2026-04-23 08:04:07,PL-02,105.0,64.9,24.9,
2026-04-23 08:05:07,PL-03,106.1,64.8,26.0,
2026-04-23 08:06:07,PL-01,107.8,65.1,24.4,
2026-04-23 08:07:07,PL-02,104.0,64.8,26.8,
2026-04-23 08:08:07,PL-03,104.6,64.8,25.7,
2026-04-23 08:09:07,PL-01,107.6,66.2,27.9,
2026-04-23 08:10:07,PL-02,106.7,67.4,26.5,
2026-04-23 08:11:07,PL-03,107.7,65.3,27.2,
2026-04-23 08:12:07,PL-01,106.4,67.5,25.2,
2026-04-23 08:13:07,PL-02,106.2,64.1,24.6,
2026-04-23 08:14:07,PL-03,102.2,64.7,26.0,
2026-04-23 08:15:07,PL-01,107.1,64.3,27.9,
2026-04-23 08:16:07,PL-02,102.9,65.9,27.7,
2026-04-23 08:17:07,PL-03,106.5,67.1,24.5,
2026-04-23 08:18:07,PL-01,107.0,64.6,24.8,
2026-04-23 08:19:07,PL-02,107.6,65.4,27.9,
2026-04-23 08:20:07,PL-03,106.2,66.9,26.4,
2026-04-23 08:21:07,PL-01,107.8,66.0,27.6,
2026-04-23 08:22:07,PL-02,106.7,67.6,24.4,
2026-04-23 08:23:07,PL-03,105.9,67.6,26.4,
2026-04-23 08:24:07,PL-01,105.8,67.5,27.4,
2026-04-23 08:25:07,PL-02,106.8,65.6,26.0,
2026-04-23 08:26:07,PL-03,103.3,67.3,27.6,
2026-04-23 08:27:07,PL-01,104.2,66.4,24.3,
2026-04-23 08:28:07,PL-02,107.0,65.8,26.9,
2026-04-23 08:29:07,PL-03,105.3,66.3,26.8,
2026-04-23 08:30:07,PL-01,102.5,65.6,26.7,
2026-04-23 08:31:07,PL-02,105.6,65.4,26.3,
2026-04-23 08:32:07,PL-03,107.0,67.8,27.8,
2026-04-23 08:33:07,PL-01,107.9,65.8,27.4,
2026-04-23 08:34:07,PL-02,106.7,65.8,27.5,
2026-04-23 08:35:07,PL-03,106.6,67.7,27.0,
2026-04-23 08:36:07,PL-01,103.7,64.6,25.6,
2026-04-23 08:37:07,PL-02,107.7,66.3,28.0,
2026-04-23 08:38:07,PL-03,107.2,66.9,27.8,
2026-04-23 08:39:07,PL-01,105.2,66.0,24.4,
2026-04-23 08:40:07,PL-02,102.9,67.2,24.0,
2026-04-23 08:41:07,PL-03,103.3,64.2,25.3,
2026-04-23 08:42:07,PL-01,102.7,64.9,25.6,
2026-04-23 08:43:07,PL-02,107.8,64.4,27.2,
2026-04-23 08:44:07,PL-03,104.8,64.6,27.3,
2026-04-23 08:45:07,PL-01,107.2,64.1,27.7,
2026-04-23 08:46:07,PL-02,104.2,66.8,26.1,
2026-04-23 08:47:07,PL-03,107.4,66.2,25.6,
2026-04-23 08:48:07,PL-01,102.2,67.1,27.9,
2026-04-23 08:49:07,PL-02,102.0,66.6,25.9,
2026-04-23 08:50:07,PL-03,107.5,67.6,26.1,
2026-04-23 08:51:07,PL-01,104.7,64.1,26.4,
2026-04-23 08:52:07,PL-02,105.3,65.0,25.3,
2026-04-23 08:53:07,PL-03,105.3,64.6,25.2,
2026-04-23 08:54:07,PL-01,105.9,65.2,27.1,
2026-04-23 08:55:07,PL-02,105.1,67.0,24.1,
2026-04-23 08:56:07,PL-03,105.0,64.5,26.6,
2026-04-23 08:57:07,PL-01,106.9,66.6,27.7,
2026-04-23 08:58:07,PL-02,103.9,66.4,25.5,
2026-04-23 08:59:07,PL-03,102.1,67.7,26.7,
2026-04-23 09:00:07,PL-01,104.6,65.4,26.3,
2026-04-23 09:01:07,PL-02,106.8,64.2,25.8,
2026-04-23 09:02:07,PL-03,105.0,67.6,26.9,
2026-04-23 09:03:07,PL-01,105.1,67.4,25.6,
2026-04-23 09:04:07,PL-02,105.3,66.5,24.4,
2026-04-23 09:05:07,PL-03,102.6,65.9,24.9,
2026-04-23 09:06:07,PL-01,106.9,64.6,24.9,
2026-04-23 09:07:07,PL-02,104.0,64.1,27.9,
2026-04-23 09:08:07,PL-03,103.5,64.4,25.5,
2026-04-23 09:09:07,PL-01,106.6,66.8,27.0,
2026-04-23 09:10:07,PL-02,105.4,67.8,27.7,
2026-04-23 09:11:07,PL-03,105.6,67.6,27.8,
2026-04-23 09:12:07,PL-01,106.8,67.3,27.8,
2026-04-23 09:13:07,PL-02,103.2,64.1,26.9,
2026-04-23 09:14:07,PL-03,105.4,65.9,24.4,
2026-04-23 09:15:07,PL-01,103.5,64.2,26.6,
2026-04-23 09:16:07,PL-02,107.4,64.1,27.3,
2026-04-23 09:17:07,PL-03,105.0,66.9,24.4,
2026-04-23 09:18:07,PL-01,102.1,65.6,26.5,
2026-04-23 09:19:07,PL-02,105.3,66.3,25.3,
2026-04-23 09:20:07,PL-03,104.5,64.4,25.9,
2026-04-23 09:21:07,PL-01,102.2,64.6,27.7,
2026-04-23 09:22:07,PL-02,105.0,64.7,24.8,
2026-04-23 09:23:07,PL-03,107.2,65.5,25.6,
2026-04-23 09:24:07,PL-01,104.8,66.7,25.4,
2026-04-23 09:25:07,PL-02,107.5,64.8,27.6,
2026-04-23 09:26:07,PL-03,105.2,65.6,27.0,
2026-04-23 09:27:07,PL-01,105.4,67.0,25.7,
2026-04-23 09:28:07,PL-02,106.5,67.9,25.7,
2026-04-23 09:29:07,PL-03,105.2,64.1,26.4,
2026-04-23 09:30:07,PL-01,105.1,65.0,25.7,
2026-04-23 09:31:07,PL-02,104.8,65.4,24.8,
2026-04-23 09:32:07,PL-03,104.2,65.4,25.3,
2026-04-23 09:33:07,PL-01,103.1,64.7,26.1,
2026-04-23 09:34:07,PL-02,102.2,66.5,27.5,
2026-04-23 09:35:07,PL-03,105.9,64.9,26.1,
2026-04-23 09:36:07,PL-01,107.3,64.5,25.4,
2026-04-23 09:37:07,PL-02,107.8,65.4,27.2,
2026-04-23 09:38:07,PL-03,107.6,65.5,27.1,
2026-04-23 09:39:07,PL-01,104.3,66.9,27.8,
2026-04-23 09:40:07,PL-02,104.8,65.7,24.9,
2026-04-23 09:41:07,PL-03,104.8,65.0,27.8,
2026-04-23 09:42:07,PL-01,106.5,66.2,25.1,
2026-04-23 09:43:07,PL-02,102.4,67.1,24.5,
2026-04-23 09:44:07,PL-03,107.2,64.1,27.9,
2026-04-23 09:45:07,PL-01,102.9,66.2,27.0,
2026-04-23 09:46:07,PL-02,107.5,64.6,25.5,
2026-04-23 09:47:07,PL-03,107.7,67.9,25.5,
2026-04-23 09:48:07,PL-01,104.0,65.4,27.6,
2026-04-23 09:49:07,PL-02,105.0,66.0,26.2,
2026-04-23 09:50:07,PL-03,106.0,64.1,25.4,
2026-04-23 09:51:07,PL-01,103.3,65.6,24.0,
2026-04-23 09:52:07,PL-02,107.2,65.8,24.5,
2026-04-23 09:53:07,PL-03,107.9,64.9,28.0,
2026-04-23 09:54:07,PL-01,104.5,64.8,27.8,
2026-04-23 09:55:07,PL-02,107.3,66.1,27.5,
2026-04-23 09:56:07,PL-03,103.0,66.4,27.9,
2026-04-23 09:57:07,PL-01,103.3,67.9,24.7,
2026-04-23 09:58:07,PL-02,105.1,65.3,24.6,
2026-04-23 09:59:07,PL-03,106.1,66.6,28.0,
2026-04-23 10:00:07,PL-01,104.4,64.8,27.6,
2026-04-23 10:01:07,PL-02,107.3,66.8,27.3,
2026-04-23 10:02:07,PL-03,105.7,66.3,24.6,
2026-04-23 10:03:07,PL-01,104.3,64.5,26.2,
2026-04-23 10:04:07,PL-02,107.7,64.0,27.0,
2026-04-23 10:05:07,PL-03,105.0,66.0,27.6,
2026-04-23 10:06:07,PL-01,105.1,64.6,27.0,
2026-04-23 10:07:07,PL-02,104.0,67.8,25.0,
2026-04-23 10:08:07,PL-03,103.2,64.7,24.6,
2026-04-23 10:09:07,PL-01,106.7,65.7,26.4,
2026-04-23 10:10:07,PL-02,106.5,66.1,27.8,
2026-04-23 10:11:07,PL-03,105.9,66.3,25.7,
2026-04-23 10:12:07,PL-01,105.8,65.4,26.2,
2026-04-23 10:13:07,PL-02,106.8,65.6,25.1,
2026-04-23 10:14:07,PL-03,102.3,66.1,27.3,
2026-04-23 10:15:07,PL-01,102.1,66.6,26.1,
2026-04-23 10:16:07,PL-02,105.2,64.5,27.8,
2026-04-23 10:17:07,PL-03,107.5,65.0,24.8,
2026-04-23 10:18:07,PL-01,102.9,65.8,26.4,
2026-04-23 10:19:07,PL-02,105.0,66.4,27.8,
2026-04-23 10:20:07,PL-03,103.9,67.9,25.0,
2026-04-23 10:21:07,PL-01,107.5,65.2,27.6,
2026-04-23 10:22:07,PL-02,105.5,67.5,27.3,
2026-04-23 10:23:07,PL-03,105.0,67.4,24.6,
2026-04-23 10:24:07,PL-01,103.1,67.3,24.0,
2026-04-23 10:25:07,PL-02,103.7,65.6,26.0,
2026-04-23 10:26:07,PL-03,102.8,64.3,25.3,
2026-04-23 10:27:07,PL-01,107.1,66.6,26.7,
2026-04-23 10:28:07,PL-02,107.5,66.0,27.1,
2026-04-23 10:29:07,PL-03,102.3,67.2,26.6,
2026-04-23 10:30:07,PL-01,103.7,64.3,24.8,
2026-04-23 10:31:07,PL-02,103.0,65.4,24.9,
2026-04-23 10:32:07,PL-03,102.9,66.8,27.5,
2026-04-23 10:33:07,PL-01,107.3,67.3,24.2,
2026-04-23 10:34:07,PL-02,107.8,64.2,25.9,
2026-04-23 10:35:07,PL-03,104.9,65.7,24.2,
2026-04-23 10:36:07,PL-01,107.7,67.9,26.4,
2026-04-23 10:37:07,PL-02,104.9,67.8,24.1,
2026-04-23 10:38:07,PL-03,105.0,67.2,24.7,
2026-04-23 10:39:07,PL-01,102.4,65.0,27.6,
2026-04-23 10:40:07,PL-02,107.1,65.1,25.7,
2026-04-23 10:41:07,PL-03,106.5,66.6,24.6,
2026-04-23 10:42:07,PL-01,107.3,66.6,26.5,
2026-04-23 10:43:07,PL-02,106.0,64.7,27.5,
2026-04-23 10:44:07,PL-03,104.5,65.2,24.3,
2026-04-23 10:45:07,PL-01,106.0,64.5,24.7,
2026-04-23 10:46:07,PL-02,104.5,65.7,27.7,
2026-04-23 10:47:07,PL-03,106.1,65.7,26.8,
2026-04-23 10:48:07,PL-01,104.7,64.8,27.8,
2026-04-23 10:49:07,PL-02,105.9,67.9,25.1,
2026-04-23 10:50:07,PL-03,106.4,65.9,24.5,
2026-04-23 10:51:07,PL-01,106.8,67.7,24.2,
2026-04-23 10:52:07,PL-02,108.0,65.4,26.4,
2026-04-23 10:53:07,PL-03,105.6,65.3,27.3,
2026-04-23 10:54:07,PL-01,107.1,66.9,26.0,
2026-04-23 10:55:07,PL-02,102.7,65.2,27.3,
2026-04-23 10:56:07,PL-03,107.6,67.4,27.9,
2026-04-23 10:57:07,PL-01,105.4,64.6,25.5,
2026-04-23 10:58:07,PL-02,108.0,66.7,27.4,
2026-04-23 10:59:07,PL-03,105.1,66.4,27.9,
2026-04-23 11:00:07,PL-01,107.0,67.2,24.2,
2026-04-23 11:01:07,PL-02,107.8,66.6,24.7,
2026-04-23 11:02:07,PL-03,107.1,67.3,26.9,
2026-04-23 11:03:07,PL-01,107.4,66.9,27.6,
2026-04-23 11:04:07,PL-02,104.6,64.4,24.1,
2026-04-23 11:05:07,PL-03,106.8,65.8,24.5,
2026-04-23 11:06:07,PL-01,107.5,65.5,26.9,
2026-04-23 11:07:07,PL-02,104.2,67.5,24.3,
2026-04-23 11:08:07,PL-03,106.8,67.5,27.3,
2026-04-23 11:09:07,PL-01,105.5,64.6,26.8,
2026-04-23 11:10:07,PL-02,102.9,68.0,25.7,
2026-04-23 11:11:07,PL-03,106.0,66.7,25.3,
2026-04-23 11:12:07,PL-01,103.6,66.7,24.8,
2026-04-23 11:13:07,PL-02,103.6,67.5,26.1,
2026-04-23 11:14:07,PL-03,103.6,64.5,26.4,
2026-04-23 11:15:07,PL-01,107.3,66.2,27.6,
2026-04-23 11:16:07,PL-02,102.4,65.2,27.6,
2026-04-23 11:17:07,PL-03,102.8,65.2,24.2,
